imdbcode,keywords
tt1183672,"['bar mitzvah', 'wrestler', 'train', 'lawyer', 'wealth', 'old friend', 'restaurant', 'stabbed in the stomach', 'woman in underwear', 'television news']"
tt1259574,"['evil cop', 'evil man', 'human monster', 'gloomy', 'police brutality', 'evil policeman', 'strangulation', 'shot multiple times', 'ejected from a moving vehicle', 'gun held to head']"
tt1151359,"['stabbed in the stomach', 'menorah', 'synagogue', 'crossbow', 'stoner comedy', 'twins', 'twin brother', 'road trip', 'loss of brother', 'eulogy']"
tt1641841,"['ak 47', 'machine gun', 'uzi', 'pistol', 'semiautomatic pistol', 'cigarette smoking', 'cigar smoking', 'hypodermic needle', 'self injection', 'threatened with a knife']"
tt3276924,"['overalls', 'no opening credits', '2010s', 'father', 'daughter', 'parent', 'shattered windshield', 'gambling', 'gambler', 'gambling house']"
tt4034228,"['death', 'death of brother', 'attempted suicide', 'loss of brother', 'loss of father', 'last will and testament', 'death of daughter', 'uncle nephew relationship', 'manchester massachusetts', 'death of father']"
tt1666801,"['male objectification', 'high school', 'teen movie', 'mother daughter relationship', 'high school student', 'acronym in title', 'title spoken by character', 'tank top', 'bare chested male', 'football helmet']"
tt2872718,"['sociopath', 'tv news', 'ethics', 'journalism ethics', 'journalism', 'neo noir', 'employer employee relationship', 'crime scene', 'tv station', 'video camera']"
tt7961060,"['transformation', 'attack', 'violence', 'special attack', 'action hero', 'anime', 'power', 'swearing', 'profanity', 'broly']"
tt1171222,"['gay character', 'woman', 'man', 'marriage proposal', 'karaoke bar', 'karaoke', 'christmas', 'thanksgiving', 'stewardess uniform', 'afro american']"
tt4981636,"['mother son relationship', 'brother sister relationship', 'middle school', 'teenager', ""daughter hates mother's boyfriend"", 'overalls', 'double cross', 'principal', 'child protagonist', 'misunderstanding']"
tt2017038,"['one man film', 'storm', 'boat', 'sea', 'shipping container', 'sailor', 'navigation', 'alone', 'water', 'indian ocean']"
tt2345737,"['australia', 'brother brother relationship', 'money', 'post apocalypse', 'brother murders brother', 'pointing a gun at someone', 'desert', 'rifle', 'small town', 'dog']"
tt1188996,"['barack obama character', ""asperger's syndrome"", 'racial profiling', 'autism', 'airport', 'cultural diversity', 'religion', 'flood', 'deus ex machina', 'road trip']"
tt2178470,"['girl wears eyeglasses', 'love', 'jumping into sea', 'wet clothes', 'swimming pool', 'jealousy', 'wandering', 'free spirit', 'discontent', 'drinking game']"
tt0896923,"['reference to buenos aires argentina', 'woman smokes a cigar', 'new york city new york', 'elderly man', ""reference to tess of the d'urbervilles"", 'peeking through window blinds', 'university', 'student', 'widow', 'writer']"
tt1282140,"['high school', 'sexiness', 'christian fanatic', 'promiscuity', 'girl slaps a girl', 'teen sex comedy', 'cheerleader uniform', 'mini skirt', 'panties pulled down', 'red panties']"
tt6722030,"['big breasts', 'cleavage', 'round ass', 'sexy butt', 'tight jeans', 'couple', 'napa valley', 'tied feet', 'former owner', 'voyeur']"
tt1306980,"['cancer', 'best friend', 'therapist', 'chemotherapy', 'survival rate', 'vomiting', 'cell phone photograph', 'spinal cancer', 'smoking weed', 'weed']"
tt1178665,"['hiking', 'appalachian trail', 'hiker', 'backpacking', 'hiking trail', 'friendship', 'based on book', 'wilderness', 'nature', 'camping trip']"
tt1800246,"['male objectification', 'male nudity', 'nudity', 'male rear nudity', 'bare chested male', 'post coital scene', 'erect penis', 'telephone call', 'erotica', 'male female friendship']"
tt2390361,"['ex wife', 'dating', 'divorcee', 'triple f rated', 'title directed by female', 'party', 'ex husband', 'masseuse', 'poet', 'woman']"
tt1980929,"['singer', 'infidelity', 'singing', 'manhattan new york city', 'musician', 'hare krishna', 'new york city', 'record label', 'song', 'singer songwriter']"
tt1604171,"['high school graduation', 'juvenile delinquent', 'kiss', 'concert', 'diner', 'father daughter relationship', 'police', 'fire', 'girl wearing a miniskirt', 'sexpot']"
tt2582496,"['terminal illness', 'leukemia', 'teenage boy', 'death', 'aspiring filmmaker', 'high school', 'friendship', 'based on novel', 'cancer', 'friend']"
tt0804497,"['fear of failure', 'depression', 'based on novel', 'friendship', 'psychiatric ward', 'vomiting', 'mental illness', 'anxiety', 'art', 'suicide attempt']"
tt4520364,"['humanoid', 'biosynthetic creature', 'interrogation', 'violence', 'younger version of character', 'metaphor', 'bouquet', 'crashing through a gate', 'eye patch', 'girl wearing a hoody']"
tt2401878,"['multiple characters voiced by same person', 'one night stand', 'stop motion animation', 'hotel room', 'sex in hotel room', 'full frontal male nudity', 'cunnilingus', 'singing', 'cincinnati ohio', 'male frontal nudity']"
tt1431181,"['london england', 'friend', 'four seasons', 'autumn', 'unhappiness', 'looking at oneself in a mirror', 'river thames', 'silent scene', 'rolling a cigarette', 'rehabilitation center']"
tt1074206,"['child in jeopardy', 'vampire', 'government conspiracy', 'dystopia', 'post apocalypse', 'based on novel']"
tt5340300,"['teenage boy', 'teenager', 'hospital', ""father's girlfriend"", 'road movie', 'coming of age', 'based on novel', 'father son relationship', 'female jockey', 'homelessness']"
tt1371155,"['automobile manufacturing', 'f rated', 'ford of britain', 'ford motor company', 'whitehall', 'rolling downhill', 'looking at oneself in a mirror', 'sex scene', 'watching television', '1960s']"
tt7374952,['hood']
tt0485601,"['forest', 'ink', 'wall', 'monastery', 'barbarian', 'viking', 'abbot', 'unfinished book', 'fairy', 'abbey']"
tt1273221,"['see through dress', 'guy fawkes day', 'reference to guy fawkes', 'based on novel', 'neo noir', 'dystopia', 'fatal attraction', 'clairvoyant', 'femme fatale', ""writer's block""]"
tt2241676,"['london england', '1970s', 'espionage', 'female spy', 'mother daughter relationship', 'world war two', 'one word title', 'british intelligence', 'younger version of character', 'reference to charles lindbergh']"
tt1235189,"['apprentice', 'bodyguard', 'hitman', 'assassin', 'rembrant painting', 'restoring a painting', 'tights', ""whispering in one's ear"", 'older man younger woman romance', 'older man younger woman sex']"
tt1238834,"['male protagonist', 'revenge', 'love', 'abuse', 'pregnancy', 'death in childbirth', 'abandonment', 'family abandonment', 'gothic', 'violence']"
tt2494384,"['troubled marriage', 'arctic', 'falcon', 'dysfunctional family', 'canada', 'winter', 'ice', 'frozen lake', 'ice road', 'death of a child']"
tt0961108,"['cheating wife', 'girl in panties', 'panties', 'aunt', 'author', 'confusion', 'abusive father', 'alcoholism', 'cheating husband', 'feelings of guilt']"
tt2936180,"['algerian war', 'teacher', 'journey', 'french algerian', 'atlas mountains', 'prisoner', 'based on short story', 'title at the end', 'hostage', 'fire']"
tt1602098,"['woman pretending to be a man', 'hotel', '19th century', 'painter', 'waiter', 'money', 'ireland', 'running on the beach', 'asexual', 'class differences']"
tt1974419,"['model', 'lesbian', 'empty swimming pool', 'cannibalism', '16 year old', 'fashion', 'necrophilia', 'eyeball', 'female full frontal nudity', 'los angeles california']"
tt5727282,"['year 1980', 'headband', 'coach', 'tennis', 'father son relationship', 'wimbledon', 'swede abroad', 'taking pulse', 'rivalry', 'arrogance']"
tt4030600,"['bare chested male', 'hallucination', 'doggy style sex', 'maggot', 'teen sex', 'male rear nudity', 'female rear nudity', 'sex scene', 'psychic reading', 'scratch mark']"
tt1289406,"['self defense', 'vigilantism', 'vigilante', 'hooded sweatshirt', 'cell phone video', 'punched in the stomach', 'character name as title', 'marijuana', 'amorality', 'cocaine']"
tt0413300,"['spider man', 'villain', 'peter parker character', 'alien parasite', 'alien symbiote', 'coffeeshop', 'hero', 'new york', 'older actors younger roles', 'may parker character']"
tt1915581,"['male stripper', 'male nudity', 'stripper', 'party', 'strip club', 'male pubic hair', 'friendship', 'drugs', 'florida', 'alcohol']"
tt6450186,"['abusive father', 'song', 'religion', 'christianity', 'based on true story', 'superstition', 'singer', 'christian music', 'title based on song', 'younger version of character']"
tt6472976,"['gay character', 'distance in title', 'teenager', 'teenage boy', 'teenage girl', 'father daughter relationship', 'mother daughter relationship', 'mother son relationship', 'hospital', 'nurse']"
tt1640484,"['weekend', ""martha's vineyard"", 'wedding', 'older woman younger man relationship', 'mother', 'aunt', 'family secret', 'mother son relationship', 'family relationships', ""mama's boy""]"
tt4396630,"['supernatural power', 'mutant', 'marvel comics', 'x men', 'based on comic book', 'shared universe', '2010s', 'polaris character', 'stepford cuckoos characters', 'blink the marvel comics character']"
tt3850214,"['african american', 'geek', 'hip hop', 'tomboy', 'bitcoin', 'party', 'coming of age', 'mdma', 'one word title', 'bicycling']"
tt7752126,"['alien', 'superhero', 'one word title', 'gore', 'father son talk', 'evil', 'bloody violence', 'unrequited crush', 'being bullied', 'death of husband']"
tt2752758,"['pregnancy', 'psychotronic film', 'woman wears a bikini', 'woman wrapped in a towel', 'honeymoon', 'mysterious baby', 'caesarean section', 'implied insemination', 'eiffel tower at night', 'childbirth']"
tt3125324,"['singer', 'sex symbol', 'domestic abuse', 'suicide attempt', 'public humiliation', 'interracial relationship', 'price of fame', 'mother daughter relationship', 'father son relationship', 'police officer']"
tt1194263,"['funeral', 'hermit', 'funeral home', 'party', 'secret', 'money', 'raffle', 'tennessee', 'elderly protagonist', 'appalachia']"
tt1336617,"['roughhousing', 'compact disc', 'missing shoe', 'shoe', 'record', 'sit up', 'sneaker', 'flirtation', 'flower', 'one word title']"
tt1034324,"['young woman', 'usa', 'united states', 'challenge', 'philadelphia', 'friendship', 'friendship between women', 'coach', 'college', 'basketball']"
tt1421051,"['parent child relationship', 'estranged father', 'father daughter relationship', 'pantyhose', 'title directed by female', 'luxury hotel', 'male in shower', 'male nudity', 'hairy chest', 'mother daughter relationship']"
tt1242460,"['boy', 'incommunicability', 'tragic event', 'murder of daughter', 'flash forward', 'target', 'target practice', 'high school', 'prison visit', 'defiance']"
tt2739338,"['candle', 'village', 'christmas', 'miracle', 'angel', '1890s', 'prayer', 'lighting a candle', 'mute child', 'lightbulb']"
tt1121977,"['female full frontal nudity', 'female rear nudity', 'unfaithfulness', 'extramarital affair', 'bare breasts', 'female frontal nudity', 'female nudity', 'adoption', 'sex', 'lawyer']"
tt1658801,"['lesbian kiss', 'gay bar', 'partner', 'cancer', 'public hearing', 'hair loss', 'kiss', 'politics', 'death', 'dying']"
tt2402105,"['male frontal nudity', 'hairy chested male', 'sex scene', 'male nudity', 'nudity', 'male rear nudity', 'bare chested male', 'male objectification', 'male name in title', 'male name as title']"
tt1361313,"['new york city', 'brassiere', 'painting oneself', 'car', 'car insurance', 'barbershop', 'hood ornament', 'chopsticks', 'christmas decoration', 'coffeeshop']"
tt1403177,"['bully', 'vomiting', 'funeral', 'male in underwear', 'long haired male', 'drawing', 'hooded sweatshirt', 'bicycling in the rain', 'watching television', 'antisocial behavior']"
tt1106860,"['black comedy', 'pistol whip', 'punched in the face', 'eating raw meat', 'fighting over gun', 'vegan', 'beating', 'strong arm tactics', 'actor playing dual role', 'blood splatter']"
tt2328813,"['middle ages', 'medieval times', 'dystopia', 'male full frontal nudity', 'fictional war', 'hanging', 'nudity', 'murder', 'warring factions', 'execution']"
tt1582507,"['dead body in a car trunk', 'female captive', 'scantily clad female', 'slut', 'nipples visible through clothing', 'female protagonist', 'dead woman', 'drunkenness', 'peephole', 'intoxication']"
tt1255953,"['twin brother and sister', 'family relationships', 'middle east', 'university', 'torture', 'pregnant from rape', 'prison', 'missing baby', 'christian muslim conflict', 'lebanese civil war']"
tt1003034,"['neighbor', 'estranged father', 'suicidal', 'enforcer', 'gangster', 'irish', 'panties', 'debt', 'cheating boyfriend', 'ireland']"
tt3322940,"['murder', 'suicide', 'self sacrifice', 'spin off', 'prequel', 'absence of religion', 'puppet', 'death', 'collection', 'display']"
tt1230168,"['homeless man', 'friendship', 'kindness', 'husband wife relationship', 'homelessness', 'soup kitchen', 'flashback', 'anger', 'infidelity', 'cancer']"
tt1723811,"['sex addict', 'sex addiction', 'female nudity', 'masturbating in a shower', 'brother sister relationship', 'male frontal nudity', 'sex against a wall', 'suicide attempt', 'male full frontal nudity', 'strong sexual content']"
tt1869716,"['hypodermic needle', 'hippie', 'ecoterrorism', 'terrorist', 'terrorism', 'terrorist group', 'cliche', 'male objectification', 'nudity', 'pubic hair']"
tt7137846,"['woman', 'home invasion', 'tied feet', 'tape over mouth', 'white male black female relationship', 'black woman white male', 'overalls']"
tt9024106,"['xian', 'anti abortion', 'planned parenthood', 'christian', 'christian propaganda', 'mazda miata', 'abortion', 'mexican food', 'long hair', 'gore']"
tt4504044,"['killing of dog', 'creepy child', 'serial killer', 'reincarnation', 'halloween costume', 'brilliant mind', 'cutting off a hand', 'hypnotism', 'regression therapy', 'survivor killed']"
tt5734576,"['demonic entity', 'demon', 'hospital', 'morgue', 'demonic possession', 'corpse', 'woman in jeopardy', 'addiction', 'fear', 'supernatural power']"
tt1840417,"['story within a story', 'writer', 'book', 'narrator', 'plagiarism', 'book reading', 'old man', 'central park manhattan new york city', 'park bench', 'flashback']"
tt3722070,"['nun', 'poverty', 'accident', '1970s', 'alter ego', 'van', 'cemetery', 'motorcycle accident', 'guilty conscience', 'corrupt police']"
tt1174730,"['domestic comedy', 'dysfunctional family', 'new york city new york', 'ensemble cast', 'peeping tom', 'subjective camera', 'lie', 'aspiring actor', 'teenage boy', 'acting teacher']"
tt1702425,"['grindhouse film', 'ranch', 'mexico', 'drug lord', 'absurd humor', 'spaghetti western', 'drug dealer', 'cartel', 'bare butt', 'brother brother relationship']"
tt1540133,"['accident scene', 'crime scene', 'number five and a half', 'shot in the head', 'riding a bicycle with training wheels', 'interrogation', 'drinking from a flask', 'mug shot', 'morgue', 'reference to bertrand russell']"
tt2870708,"['dream sequence', 'crowdfunded', 'struggling actor', 'actor', 'money problems', 'reconciliation', 'grief', 'strong female lead', 'strong female character', 'jew']"
tt0412253,"['female protagonist', 'neo noir', 'based on tv series', '2000s', 'veronica mars', 'reference to mythology', 'female private investigator', 'reference to classical mythology', 'fictional location', 'neptune']"
tt1541995,"['based on a novel', 'china', 'fan', 'nineteenth century', 'reversal of fortune', 'car hitting pedestrian', 'mandarin', 'parallel time', 'parallel lives', 'female friendship']"
tt6998518,"['lumberjack', 'cult', 'year 1983', 'cult leader', 'revenge', 'biker', 'surrealism', 'fantasy novel', 'biker gang', 'drug trip']"
tt0057212,"['death', 'conspiracy', 'katana sword', 'violence', 'martial arts', '19th century', 'jidai geki', 'samurai era', 'samurai']"
tt1130964,"['year 2006', 'gym', 'athletic training', 'football practice', 'man crying', 'funeral', 'death of brother', 'eulogy', 'organ donation', 'emergency room']"
tt1226232,"['loss', 'teenage mother', 'self help group', 'bare chested male', 'car crash', 'bikini', 'f rated', 'title directed by female', 'flashback', 'troubled teenage boy']"
tt1667310,"['snowmobile chase', 'snowmobile jump', 'snowmobile', 'motel', 'snowman', 'reference to the olympics', 'silver medal', 'silver medalist', 'father son conflict', 'brother sister relationship']"
tt2182972,"['musician', 'recording', 'sibling', 'number in title']"
tt1281374,"['character name as title', 'two word title', 'school janitor', 'male female relationship', 'dead body wrapped in carpet', 'dead body', 'person in a car trunk', 'dead body in a freezer', 'childhood home', 'lingerie slip']"
tt1772408,"['human trafficking', 'tween girl', 'angkor wat', 'sex tourism', 'sex slavery']"
tt0862467,"['viking', 'axe', 'fog', 'mute', 'mud', 'chained to a post', 'dream', 'shot with an arrow', 'prophetic dream', 'all male cast']"
tt1303803,"['dream', 'dance', 'frog', 'snake', 'philadelphia pennsylvania', 'new york city', 'outcast', 'multicultural', 'musical performance', 'teenager']"
tt2229499,"['sex', 'watching porn', 'pornography', 'husband wife relationship', 'pornography addict', 'nightclub', 'oral sex', 'woman on top', 'erotica', 'sexy']"
tt1999890,"['amusement park', 'haunted house attraction', 'masked killer', 'slasher', 'group of friends', 'boyfriend', 'steel toed boots', 'knife', 'stabbed to death', 'lockers']"
tt1508675,"['neighbor', 'container', 'illegal immigrant', 'bar', 'shoe shiner', 'teenage boy', 'two word title', 'plead for help', 'human trafficking', 'working class']"
tt1251743,"['handcuffed man', 'pastor', 'doused with gasoline', 'cross', 'security guard', 'shower', 'bible', 'cell phone', 'lightning', 'struck by lightning']"
tt2914838,"['dominatrix', 'bare chested male bondage', 'black pantyhose', 'nylons', 'pantyhose', 'coma', 'spitting', 'sushi', 'one word title', 'number in title']"
tt1614989,"['male star appears nude', 'killing a dog', 'painting', 'norway', 'art thief', 'art gallery', 'hiding in a pool of feces', 'presumed dead', 'female full frontal nudity', 'hitting a woman']"
tt1618430,"['drugs', 'police', 'love', 'death', 'rave party', 'rave', 'corrupt cop', 'airport', 'premarital sex', 'murder of a police officer']"
tt5052448,"['hypnosis', 'racism', 'neurosurgeon', 'abduction', 'brain surgery', 'photographer', 'kidnapping', 'loss of mother', 'satire', 'body switching']"
tt4972582,"['multiple personality disorder', 'psychological thriller', 'kidnapping', 'teenage girl', 'villain played by lead actor', 'survival', 'dissociative identity disorder', 'split personality', 'super villain', 'abduction']"
tt1778304,"['looking at oneself in a mirror', 'no music', 'younger version of character', '1980s', 'supernatural power', 'psychotronic film', 'paranormal phenomena', 'child in jeopardy', 'watching a video', 'woman wears a bra and panties']"
tt2226417,"['police detective', 'barricading a door', 'injection in leg', 'taser', 'attacked with a knife', 'tooth falling out', 'serial killer', 'tea kettle', 'hit with a frying pan', 'hit with a baseball bat']"
tt1179933,"['bunker', 'kidnapping', 'alien', 'minimal cast', 'alien invasion', 'car crash', 'held captive', 'air vent', 'farmhouse', 'disposing of a dead body']"
tt4786282,"['switching lights on and off', 'mother daughter estrangement', 'woman in jeopardy', 'bedroom', 'young woman', 'lights suddenly go out', 'brother sister relationship', 'reference to avenged sevenfold', 'half brother half sister relationship', 'light switch']"
tt3567288,"['handheld camera', 'mockumentary', 'farm', 'skype', 'written by director', 'brother sister relationship', 'basement', 'diaper', 'laptop', 'child protagonist']"
tt5308322,"['stabbed to death', 'trapped in a time loop', 'time loop', 'slasher flick', 'parking garage', 'college campus', 'sorority house', 'baby mask', 'watching gay porn', 'suicide by hanging']"
tt2109184,"['door alarm', 'toy', 'trail', 'supernatural horror', 'supernatural power', 'no survivors', 'psychotronic film', 'paranormal phenomena', 'reference to mexico', 'laptop computer']"
tt1204977,"['ghost', 'sister sister relationship', 'attic', 'characters killed one by one', 'spirit', 'friend', 'ouija', 'ouija board', 'funeral', 'death of girlfriend']"
tt2378281,"['father daughter relationship', 'mexico', 'los angeles california', 'beach', '2010s', 'mexican', 'acapulco', 'womanizer', 'philanderer', 'liaison']"
tt4178092,"['gift', 'psycho thriller', 'rape', 'substance abuse', 'pregnancy', 'stalker', 'revenge', 'husband wife relationship', 'surprise ending', 'female protagonist']"
tt5462602,"['interracial love', 'arranged marriage', 'stand up comedy', 'illness', 'family relationships', 'based on true story', 'coma', 'comedian', 'chicago illinois', 'hospital']"
tt7958736,"['underage drinking', 'mother daughter relationship', 'whiteface', 'teen drinking', 'lonely woman', 'trauma', 'flashback', 'revenge', 'high school crush', 'veterinarian']"
tt2473682,"['demonic possession', 'blood', 'pentagram', 'younger version of character', 'looking at oneself in a mirror', 'no survivors', 'psychotronic film', 'paranormal phenomena', 'supernatural power', 'apartment']"
tt2388715,"['mirror', 'trauma', 'released from a mental hospital', 'video camera', 'brother sister relationship', 'caesarean scar', 'flashback', 'supernatural horror', 'home office', 'murder']"
tt0790636,"['hiv', 'gay community', 'homophobia', 'drugs', 'hiv positive', 'transgender', 'drug use', 'legal loophole', 'coughing up blood', 'alternative medicine']"
tt2918436,"['experiment', 'serum', 'university', 'electrocuted', 'catholic', 'dog', 'secure elevator', 'characters murdered one by one', 'looking at oneself in a mirror', 'man carries a woman']"
tt1637706,"['dog', 'candle making', 'nude model', 'golden retriever', 'lesbian kiss', 'art model', 'pregnancy', 'mother son relationship', 'arrest', 'pregnant']"
tt1285009,"['sequel', 'american horror', 'violence', 'extreme gore', 'mutilated body', 'trailer park', 'pool', 'swimming pool', 'gore', 'villain']"
tt1727388,"['summer', 'water park', 'shy kid', 'friendship', 'unlikely friendship', 'water slide', 'vacation', 'awkward boy', 'reference to reo speedwagon', 'mother son relationship']"
tt2870612,"['catacomb', 'found footage', ""philosopher's stone"", 'paris france', 'alchemy', 'archeologist', 'archeology', 'underground tunnel', 'treasure', 'paris catacombs']"
tt4824308,"['christian propaganda', 'alternate universe', 'manipulation', 'christian film', 'repeat sequel', 'christianity', 'christian', 'religious freedom', 'grammatically incorrect title', 'religious fanatic']"
tt3499096,"['track and field', '1930s', 'olympics', '1936 olympics', 'athlete', 'nazi germany', 'nazi', 'racism', 'african american', 'racial prejudice']"
tt3316960,"[""alzheimer's disease"", 'linguistics professor', 'mother daughter relationship', 'columbia university', 'new york city', 'genetic disease', 'reference to angels in america the play', 'suicide contemplation', 'bechdel test passed', 'alzheimer']"
tt1772240,"['moon', 'secret mission', 'cosmonaut', 'footprint', 'astronaut', 'found footage', 'alien creature', 'nasa', 'blood splatter', 'walkman']"
tt7388562,"['christianity', 'reference to paul the apostle', 'saint paul', 'reference to saint luke', '1st century', 'roman empire', 'roman emperor', 'nero', 'apostle', '60s']"
tt2205401,"['temptation', 'obsession', 'attraction', 'marriage', 'lust', 'adultery', 'faithful husband', 'interracial relationship', 'lie', 'psychopath']"
tt2101441,"['spring break', 'party', 'debauchery', 'female killer', 'murder', 'gun in mouth', 'repeated dialogue', 'sex in a swimming pool', 'reference to britney spears', 'money']"
tt4695012,"['paranoia', 'pandemic', 'infected', 'forest', 'post apocalypse', 'dog', 'infectious disease', 'nightmare', 'fear', 'end of humanity']"
tt5646136,"['capitalist', 'conservative morals', 'revisionist history', 'worst picture razzie winner', 'right wing politics', 'wilhelm scream', 'hypocrisy', 'reference to hillary clinton', 'american history', 'social conditioning']"
tt1691916,"['female protagonist', 'time loop', 'car crash', 'death', 'high school', 'teenager', 'based on novel', 'bullying', 'sleepover', 'mean girl']"
tt4667094,"['drone', 'male objectification', 'erection visible through clothing', 'erect penis', 'sex scene', 'erotica', 'sex comedy', 'erotic comedy', 'dance scene', 'seductive dance']"
tt3014666,"['reference to the incredible hulk', 'pastor', 'reference to the shawshank redemption', 'blogger', 'tasered', 'taser', 'nintendo entertainment system', ""pastor's daughter"", ""pastor's wife"", 'motorcyclist']"
tt1082807,"['social experiment', 'implanted explosive', 'intercom', 'colombia', 'office', 'moral dilemma', 'hostage', 'death by gunshot', 'threatened with a gun', 'power cut']"
tt4871980,"['wedding cake', 'fertility clinic', 'infinity pool', 'photo shoot', 'beach', 'capuchin monkey', 'outdoor wedding', 'briefcase of money', 'outtakes during end credits', 'woman sits on a toilet']"
tt8632862,"['anti trump film', 'right wing ideology', 'white supremacist', 'donald trump', 'right wing government', 'incompetence', 'conservative politics', 'school shooting', 'flint michigan', '2016 u.s. election']"
tt1529567,"['sea', 'imax', '3d', 'water', 'plesiosaur', 'shark', 'historical', 'dinosaur bone', 'jurassic', 'prehistoric creature']"
tt4337690,"['heaven', 'pronounced dead', 'recovery', 'hospital', 'praying', 'mistaken for dead', 'emergency surgery', 'pronounced dead at the scene of an accident', 'year 1989', 'driving in the rain']"
tt3216348,"['mother son relationship', 'possession', 'exorcism', 'wheelchair', 'homeless person', 'footprint', 'demonic possession', 'club', 'fight', 'inside the mind']"
tt1588337,"['monk', 'algeria', 'catholic church', 'heroism', 'based on true story', '1990s', 'terrorist', 'community', 'monastery', 'stealing medicine']"
tt1412528,"['number in title', 'drug use', 'sex', 'wedding invitation', 'crying woman', 'cigarette lighter', 'burning a wedding invitation', 'scene during opening credits', 'ex boyfriend ex girlfriend relationship', 'bride and groom']"
tt4062536,"['neo nazi', 'skinhead', 'murder', 'punk band', 'fire extinguisher', 'white supremacist', 'killer dog', '911 call', 'box cutter', 'band']"
tt5649108,"['psycho girl', 'upskirt', 'girl wearing a miniskirt', 'feminine hair', 'miniskirt and sneakers', 'rich girl', 'girl wearing a short skirt', 'female psychopath', 'applying lipstick', 'persian rug']"
tt3702652,"['india', 'ghost', 'shaman', 'death of son', 'temple', 'car accident', 'self sacrifice', 'chanting', 'woman wears a tank top', 'dead son']"
tt1531663,"['urinating on oneself', 'phoenix arizona', 'scottsdale arizona', 'bad guy wins', 'yard sale', 'bicycle', 'beer', 'new neighbor', 'alcoholic', 'suburb']"
tt1216491,"['based on true story', 'journalist', 'nicaraguan contras', 'smear campaign', 'cocaine', 'government cover up', 'u.s. government', 'reporter', 'investigative journalism', 'cover up']"
tt0935075,"['mourning for son', 'comic book artist', 'tragedy', 'accidental death', 'screenplay adapted by author', 'pregnant sister', 'group therapy', 'sister sister relationship', 'car accident', 'bereavement']"
tt3614530,"['sister sister relationship', 'record company', 'band', 'based on toy', 'based on cartoon', 'female protagonist', 'character name in title', '2010s', 'believe in yourself', 'female singer']"
tt5247022,"['poetry', 'bus driver', 'twin', 'cupcake', 'walking a dog', 'reference to patsy cline', 'reference to william carlos williams', 'learning to play a guitar', 'driving a bus', 'seven days']"
tt2800038,"['individual versus society', 'businesswoman', 'freedom', 'individual rights', 'female protagonist', 'nationalization', 'capitalism', 'libertarian', 'sequel', 'economy']"
tt2388637,"['taking the blame for someone else', 'storytelling', 'directorial debut', 'fugitive', 'outlaw couple', 'written by director', 'prison', 'escape', 'texas', 'escape from prison']"
tt2402085,"['musician', 'rock star', 'drug use', 'infidelity', 'guitar player']"
tt3813310,"['sheriff', 'stealing a car', 'police car', 'joy ride', 'shot in the forehead', 'bulletproof vest', 'hot wiring a car', 'disposing of a dead body', 'corrupt cop', 'child uses a gun']"
tt1150947,"['fable', 'old man', 'christmas']"
tt1798243,"['intergenerational friendship', 'school shooting', 'loss of son', 'loss of child', 'loss of a son', 'loss of a child', 'campus shooting', 'school shooter', 'memorial service', 'drunk']"
tt1519461,"['conspiracy', 'secret base', 'area 51', 'alien', 'security system', 'laboratory', 'climbing a fence', 'hiding', 'alien technology', 'military base']"
tt3612616,"['dysfunctional family', 'single mother', 'oedipus complex', 'institutionalization', 'troubled teenager', 'attempted suicide', 'mother son relationship', 'adhd', 'stuttering', 'incest subtext']"
tt1602613,"['thai boxing', 'vengeful', 'vengeance', 'thai police', 'punishment', 'drug dealer', 'torture', 'brutal cop', 'female masturbation', 'violence']"
tt1675192,"['schizophrenia', 'mental illness', 'ambiguous ending', 'psychological', 'storm', 'storm shelter', 'mysterious event', 'dream', 'apocalyptic vision', 'imperative in title']"
tt3099638,['woman']
tt1646974,"['public nudity', 'promiscuous woman', 'coitus', 'bare breasts', 'sex', 'female rear nudity', 'female frontal nudity', 'female full frontal nudity', 'female nudity', 'exposed breast']"
tt3464902,"['dead rabbit', 'dystopia', 'torture', 'absurdism', ""narrator repeats character's words"", 'rabbit', 'shooting an animal', 'swimming', 'death of brother', ""digging one's grave""]"
tt0461336,"['rescue', 'mission', 'rescue mission', 'flashback', 'conflicted hero', 'man dressed as a woman', 'dog', 'map', ""character repeating someone else's dialogue"", 'butler']"
tt1653911,"['pipe organ', 'worry', 'letter writing', 'young girl', 'talent', 'mozart', 'musical prodigy', 'singer', 'royal court', 'violin']"
tt0808526,"['ex convict', 'pedophile', 'new jersey', 'ghost', 'forgiveness', 'hug', 'three sisters', 'sibling relationship', 'siblings', 'vegetarian']"
tt1629705,"['revisionist western', 'shooting a woman', 'woman with a gun', 'butch cassidy character', 'character name as title', 'bolivia', 'assumed identity', 'doctor', 'thief', 'mountain']"
tt0838247,"['breath on mirror', 'female star appears nude', 'female full frontal nudity', 'buried alive', 'engagement ring', 'serial killer', ""dead but doesn't know it"", 'locked in', 'film starts with sex', 'near death']"
tt4686108,"['poetry', 'college', 'rap']"
tt2295722,['yakuza']
tt5574490,"['gay brother', 'homoeroticism', 'closeted homosexual', 'dysfunctional family', 'crime family', 'matriarch', 'brother brother relationship', 'remake', 'antisocial personality disorder', 'gay interest']"
tt1134854,"['2000s', 'grindhouse film', 'midnight movie', 'four word title', 'island', 'undead', 'delaware', 'feud', 'zombie', 'flare gun as weapon']"
